S70,11.0,-7.0
S71,16.0,-7.0
S72,21.0,-7.0
S73,1.0,-8.0
S74,6.0,-8.0
S75,11.0,-8.0
S76,16.0,-8.0
S77,21.0,-8.0
S78,1.0,-9.0
S79,6.0,-9.0
S80,11.0,-9.0
S81,16.0,-9.0
S82,21.0,-9.0
S83,1.0,-10.0
S84,2.0,-10.0
S85,3.0,-10.0
S86,4.0,-10.0
S87,5.0,-10.0
S88,6.0,-10.0
S89,7.0,-10.0
S90,8.0,-10.0
S91,9.0,-10.0
S92,10.0,-10.0
S93,11.0,-10.0
S94,12.0,-10.0
S95,13.0,-10.0
S96,14.0,-10.0
S97,15.0,-10.0
S98,16.0,-10.0
S99,17.0,-10.0
S100,18.0,-10.0
S101,19.0,-10.0
S102,20.0,-10.0
S103,21.0,-10.0
S104,1.0,-11.0
S105,6.0,-11.0
S106,11.0,-11.0
S107,16.0,-11.0
S108,21.0,-11.0
S109,1.0,-12.0
S110,6.0,-12.0
S111,11.0,-12.0
S112,16.0,-12.0
S113,21.0,-12.0
S114,1.0,-13.0
S115,6.0,-13.0
S116,11.0,-13.0
S117,16.0,-13.0
S118,21.0,-13.0
S119,1.0,-14.0
S120,6.0,-14.0
S121,11.0,-14.0
S122,16.0,-14.0
S123,21.0,-14.0
S124,1.0,-15.0
S125,2.0,-15.0
S126,3.0,-15.0
S127,4.0,-15.0
S128,5.0,-15.0
S129,6.0,-15.0
S130,7.0,-15.0
S131,8.0,-15.0
S132,9.0,-15.0
S133,10.0,-15.0
S134,11.0,-15.0
S135,12.0,-15.0
S136,13.0,-15.0
S137,14.0,-15.0
S138,15.0,-15.0
S139,16.0,-15.0
S140,17.0,-15.0
S141,18.0,-15.0
S142,19.0,-15.0
S143,20.0,-15.0
S144,21.0,-15.0
S145,4.0,-1.0
S146,5.0,-3.0
S147,3.0,-4.0
S148,2.0,-2.0
S149,9.0,-1.0
S150,10.0,-3.0
S151,8.0,-4.0
S152,7.0,-2.0
S153,14.0,-1.0
S154,15.0,-3.0
S155,13.0,-4.0
S156,12.0,-2.0
S157,19.0,-1.0
S158,20.0,-3.0
S159,18.0,-4.0
S160,17.0,-2.0
S161,4.0,-6.0
S162,5.0,-8.0
S163,3.0,-9.0
S164,1.0,-7.0
S165,9.0,-6.0
S166,10.0,-8.0
S167,8.0,-9.0
S168,7.0,-7.0
S169,14.0,-6.0
S170,15.0,-8.0
S171,13.0,-9.0
S172,12.0,-7.0
S173,19.0,-6.0
S174,20.0,-8.0
S175,18.0,-9.0
S176,17.0,-7.0
S177,4.0,-11.0
S178,5.0,-13.0
S179,3.0,-14.0
S180,1.0,-12.0
S181,9.0,-11.0
S182,10.0,-13.0
S183,8.0,-14.0
S184,7.0,-12.0
S185,14.0,-11.0
S186,15.0,-13.0
S187,13.0,-14.0
S188,12.0,-12.0
S189,19.0,-11.0
S190,20.0,-13.0
S191,18.0,-14.0
S192,17.0,-12.0
S193,8.5,-2.5
S194,9.0,-3.0
S195,8.0,-3.0
S196,9.0,-3.5
S197,8.0,-3.5
S198,19.0,-2.0
S199,18.5,-1.5
S200,18.5,-2.5
S201,18.0,-1.5
S202,18.0,-2.5
S203,9.0,-8.0
S204,8.5,-7.5
S205,9.0,-7.5
S206,9.5,-7.5
S207,8.5,-7.0
S208,9.0,-7.0
S209,9.5,-7.0
S210,18.5,-7.5
S211,19.0,-7.0
S212,18.5,-7.0
S213,18.0,-7.0
S214,19.0,-6.5
S215,18.5,-6.5
S216,18.0,-6.5
S217,7.0,-11.5
S218,7.5,-12.0
S219,7.5,-11.5
S220,7.5,-11.0
S221,8.0,-12.0
S222,8.0,-11.5
S223,8.0,-11.0
S224,14.0,-12.5
S225,14.5,-12.0
S226,14.0,-12.0
S227,13.5,-12.0
S228,14.5,-11.5
S229,14.0,-11.5
S230,13.5,-11.5
S231,3.5,-11.5
S232,4.0,-12.0
S233,3.0,-12.0
S234,4.0,-12.5
S235,3.0,-12.5
S236,18.5,-13.5
S237,19.0,-13.0
S238,19.5,-13.0
S239,19.0,-14.0
S240,19.5,-14.0
