# timestamp,distribution_load,positive_sequence_voltage,power_in,current_in_A,current_in_B,current_in_C,ld_s35a:measured_power,ld_s47:measured_power,ld_s48:measured_power,ld_s65a:measured_power,ld_s76a:measured_power,7_pvmtr:measured_power,17_pvmtr:measured_power,29_pvmtr:measured_power,43_pvmtr:measured_power,49_pvmtr:measured_power,55_pvmtr:measured_power,63_pvmtr:measured_power,68_pvmtr:measured_power,75_pvmtr:measured_power,80_pvmtr:measured_power,87_pvmtr:measured_power,96_pvmtr:measured_power,104_pvmtr:measured_power,113_pvmtr:measured_power,temperature,humidity,solar_flux,pressure,wind_speed,xf_xfs49a:power_in,xf_xfs69a:power_in,xf_xfs29a:power_in,xf_xfs77b:power_in,xf_xfs9a:power_in,xf_xfs109a:power_in,xf_xfs53a:power_in,xf_xfs33a:power_in,xf_xfs45a:power_in,xf_xfs49c:power_in,xf_xfs17c:power_in,xf_xfs37a:power_in,xf_xfs49b:power_in,xf_xfs60a:power_in,xf_xfs113a:power_in,xf_xfs5c:power_in,xf_xfs96b:power_in,xf_xfs84c:power_in,xf_xfs80b:power_in,xf_xfs92c:power_in,xf_xfs1a:power_in,xf_xfs98a:power_in,xf_xfs66c:power_in,xf_xfs86b:power_in,xf_xfs42a:power_in,xf_xfs10a:power_in,xf_xfs22b:power_in,xf_xfs34c:power_in,xf_xfs46a:power_in,xf_xfs58b:power_in,xf_xfs38b:power_in,xf_xfs112a:power_in,xf_xfs100c:power_in,xf_xfs104c:power_in,xf_xfs41c:power_in,xf_xfs6c:power_in,xf_xfs85c:power_in,xf_xfs73c:power_in,xf_xfs2b:power_in,xf_xfs39b:power_in,xf_xfs79a:power_in,xf_xfs19a:power_in,xf_xfs7a:power_in,xf_xfs99b:power_in,xf_xfs87b:power_in,xf_xfs63a:power_in,xf_xfs43b:power_in,xf_xfs107b:power_in,xf_xfs11a:power_in,xf_xfs55a:power_in,xf_xfs59b:power_in,xf_xfs111a:power_in,xf_xfs103c:power_in,xf_xfs50c:power_in,xf_xfs62c:power_in,xf_xfs30c:power_in,xf_xfs74c:power_in,xf_xfs94a:power_in,xf_xfs82a:power_in,xf_xfs70a:power_in,xf_xfs90b:power_in,xf_xfs28a:power_in,xf_xfs68a:power_in,xf_xfs88a:power_in,xf_xfs32c:power_in,xf_xfs52a:power_in,xf_xfs64b:power_in,xf_xfs20a:power_in,xf_xfs12b:power_in,xf_xfs24c:power_in,xf_xfs56b:power_in,xf_xfs16c:power_in,xf_xfs102c:power_in,xf_xfs106b:power_in,xf_xfs114a:power_in,xf_xfs31c:power_in,xf_xfs51a:power_in,xf_xfs75c:power_in,xf_xfs95b:power_in,xf_xfs71a:power_in,xf_xfs83c:power_in,xf_xfs4c:power_in,sub_p,sub_q,fdrIa,fdrIb,fdrIc,pvS,primaryS,secondaryS,pvP,primaryP,secondaryP
2013-08-10 21:00:00,(2546310+18821.2j),(2401.78+0j),(2546240+18857.5j),(435.401-28.5664j),(-116.601-236.49j),(-164.211+276.905j),(18864+9432.01j),(49518+35370j),(99035.9+70740.1j),(66024+47160.1j),(115542+84888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,80.062,0.85,0.0,994.0,4.69757,(32732+7385.7j),(25061.9+5278.44j),(47274.5+9639.74j),(13534.6+3227.7j),(29787+6016.57j),(28364.7+9339.53j),(40824.6+9808.24j),(39872+12302.1j),(23565.9+6806.83j),(31974+8152.33j),(6530.68+1519.55j),(22681.2+6568.93j),(85490.2+19109.7j),(17543.7+5508.28j),(40910.8+12031.7j),(19644+6996.11j),(17544.4+4588.18j),(12050.7+4567.93j),(19258.5+4238.22j),(33241.9+7824.75j),(45376.6+11591.1j),(19212.5+4194.4j),(47412.8+14634j),(7048.22+1752.81j),(17704.4+3556.57j),(25055.8+5473.26j),(45196.9+10086.9j),(12276.5+2653.75j),(17531.7+5094.4j),(7176.12+1829.6j),(12282.1+2575.43j),(6666.17+1559.79j),(23966.6+6706.9j),(23537.6+6007.43j),(18491.3+5742.9j),(31598.7+8795.72j),(29583.4+9560.04j),(46078.5+12571.7j),(21691.6+5336.37j),(17942.6+3624.08j),(34517.6+9064.75j),(64695.1+16670.8j),(25138.5+6862.73j),(45146.2+14303.1j),(30113.5+7848.31j),(30597.9+7711.54j),(31633.2+7830.97j),(29328.9+7798.79j),(25000.3+5404.61j),(11664.3+2292.06j),(21318.6+5132.94j),(6911.25+1679.9j),(29218.2+8346.65j),(45380.1+11459.9j),(18317.4+3862.87j),(51147.2+13064.8j),(37076.2+9703.71j),(23231.9+6493.46j),(24658.7+6662.58j),(12123.1+2437.99j),(19381.9+4307.02j),(18498.8+3966.65j),(14232.5+5577.17j),(33126.2+9202.21j),(12541.3+2725.56j),(24422.8+5124.82j),(43045.2+12488j),(35262.5+9472.1j),(18142.5+3718.26j),(18704.1+4056.2j),(17202.9+5064.26j),(24216.7+6072.47j),(20537.6+4906.17j),(19005.7+4124.27j),(15977.7+4649.26j),(7023.08+1764.71j),(22671.2+4309.23j),(35044.3+9327.88j),(22520.7+6057.58j),(29168.1+9123.48j),(12697.3+2742.9j),(28067.5+8367.1j),2546310.0,18821.2,436.3371059283865,263.6727390175177,321.93420375287866,0j,(348983.9+247590.21000000002j),(2152426.1199999996+556037.44j),0.0,348983.9,2152426.1199999996
2013-08-10 21:15:00,(2604400+58235j),(2401.78+0j),(2604320+58273.3j),(454.661-40.1599j),(-131.783-244.8j),(-162.977+265.183j),(18864+9432.01j),(49518+35370j),(99035.9+70740.1j),(66024+47160.1j),(115542+84888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,80.062,0.852812,0.0,994.344,3.08278,(44070+12374.3j),(31295.4+8120.88j),(53231.5+12994.6j),(13615.2+3269.01j),(40873.4+11889.5j),(23844.7+6627.81j),(37330.1+7857.26j),(35077.2+11005.8j),(27991.6+8615.39j),(35619.8+10393.7j),(17910.5+7385.39j),(27153.7+9168.33j),(93662.3+23478.3j),(12284.2+2603.32j),(25400.9+5466.46j),(13313.4+3093.18j),(22646.7+6443.86j),(6586.79+1526.39j),(26906.8+7780.26j),(38589.5+10450.2j),(43533.4+10617.1j),(28437.9+8507.69j),(37831.1+10608j),(7166.99+1812.11j),(25632.2+6855.99j),(27610.6+7076.91j),(45233.4+9884.12j),(12282.5+2655.87j),(12131.8+2538.88j),(14099.3+5526.63j),(17348.1+5520.4j),(6657.47+1556.61j),(24187.4+6809.94j),(24621+7408.64j),(12617.8+2760.69j),(27395.4+6425.99j),(29651.7+10133.9j),(39722.9+10777.8j),(18217.1+3758.18j),(17934.3+3621.6j),(24861+5173.04j),(72096.9+19844.5j),(24322.2+7182.21j),(34699.5+7912.5j),(38745.5+11959.2j),(27086.1+6191.22j),(35110.3+11089j),(25302+5445.78j),(36381.4+11046.5j),(16572.6+5112.69j),(28843.5+8915.58j),(6901.74+1676.36j),(18780.9+4019.97j),(48569.3+13023j),(21930.9+5798.87j),(51336.6+13556.3j),(29707.2+5844.78j),(19082.6+4133.58j),(28820.7+9285.78j),(15625.5+4299.97j),(22582.6+6097.27j),(18553.1+3998.66j),(14307.9+5616.32j),(41781.6+13404.3j),(12631.5+2769.4j),(24472.7+5155.31j),(34138.5+8332.09j),(30879.1+7782.35j),(22317.5+6241.44j),(23828.9+6029.12j),(16343.4+4858.12j),(33342.1+10591.6j),(17606.7+3398.64j),(23151+6481.13j),(20540.8+6876.12j),(7026.86+1766.16j),(27761.6+6502.12j),(29789.6+7435.65j),(22161.1+5516.04j),(24813.7+6517.39j),(17851.5+5348.72j),(18810.7+4087.03j),2604400.0,58235.0,456.4312023613307,278.0176237021675,311.2611861732844,0j,(348983.9+247590.21000000002j),(2209184.950000001+591716.8000000002j),0.0,348983.9,2209184.950000001
2013-08-10 21:30:00,(2679070+104786j),(2401.78+0j),(2678990+104827j),(460.575-45.3645j),(-126.59-242.064j),(-163.104+298.565j),(18864+9432.01j),(49518+35370j),(99035.9+70740.1j),(66024+47160.1j),(115542+84888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,79.882,0.85875,0.0,994.625,1.76159,(32504.9+7092.3j),(40498.9+11701.9j),(50043.2+11169.5j),(13643.5+3279.52j),(36473.6+9788.73j),(28373.1+9351.02j),(40535.5+9787.65j),(30616.7+8197.48j),(25674.5+7515.97j),(28743.9+7052.53j),(17872.3+7367.74j),(18813.2+4127.64j),(86361.3+19527.3j),(21087.3+7625.36j),(41135.4+12597.4j),(13407.1+3141.81j),(12689.8+2736.47j),(6658.16+1565.11j),(23559.3+6546.94j),(42685.4+12592.3j),(44656.2+11443.9j),(30556.1+8763.51j),(53598.2+18031.4j),(7183.86+1818.51j),(24148.4+6898.33j),(27668.2+6950.23j),(50490.8+12410.8j),(22117.4+8491.21j),(17503.1+5083.58j),(7180.2+1831.17j),(12444.7+2656.89j),(6647.12+1552.82j),(24176.4+6017.99j),(19148.9+4215.08j),(12597.5+2753.96j),(38764.5+12964.4j),(29522.9+10081.2j),(40267.3+10231.5j),(21829.4+5406.12j),(26112.4+7226.95j),(24976.4+5234.79j),(69694.2+18762.4j),(20359.2+5105.87j),(33297.7+7855.19j),(29869.7+7389.45j),(40435.9+13087.8j),(35264.2+11164.3j),(28908.1+7244.1j),(33095+9440.91j),(11645.4+2286.22j),(25572.8+7420.29j),(6891.03+1672.37j),(28774.3+8489.43j),(48235.7+12585.1j),(21850.1+5502.12j),(57837.6+17935.3j),(38234.7+10704.5j),(28289.5+9389.45j),(35932.2+12108.2j),(15604.6+4291.93j),(19599.2+4410.87j),(22713.6+6312.91j),(14284.7+5605.33j),(33091.8+9198.99j),(12707+2810.86j),(24632.7+5235.15j),(39342.8+11089.9j),(30994.8+8757.04j),(22869.1+5867.61j),(30722.1+10620.3j),(17283+5103.31j),(24449.8+6193.43j),(24692.1+6419.56j),(32937.8+12310.4j),(12582.3+2678.45j),(7012.61+1760.71j),(25365.3+5628.36j),(34739.5+9342.9j),(22676.8+6131.93j),(24307.5+7174.48j),(17850.6+5358.65j),(23344.5+6115.4j),2679070.0,104786.0,462.80370405307906,273.1666308244841,340.2116606481912,0j,(348983.9+247590.21000000002j),(2280958.5799999996+629390.4800000001j),0.0,348983.9,2280958.5799999996
2013-08-10 21:45:00,(2672540+88082.3j),(2401.78+0j),(2672460+88122.4j),(454.542-39.3933j),(-129.835-244.755j),(-164.731+297.008j),(18864+9432.01j),(49518+35370j),(99035.9+70740.1j),(66024+47160.1j),(115542+84888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,79.522,0.867812,0.0,994.844,0.733995,(37449.7+9081.39j),(34005.3+9106.38j),(56076.6+14634.7j),(13748.1+3333.23j),(36523.4+9246.44j),(23969.6+6688.07j),(37677+8542.42j),(34145.7+9429.33j),(18403.3+3914.16j),(29257.7+7947.73j),(17846.8+7353.92j),(23368.1+6751.05j),(93700+23177.7j),(15709.3+4633.91j),(30634.4+7799.11j),(13406.1+3141.46j),(22686.4+6466.96j),(6675.43+1571.46j),(23010.5+5661.02j),(40254.2+11131.1j),(45219.5+11831.1j),(30561.6+8667.03j),(55642.5+17785.3j),(7170.9+1813.59j),(29201.5+8762.44j),(30276.4+8577.87j),(50610.3+12475.7j),(25222.8+10180.7j),(12306.5+2623.35j),(7318.63+1899.96j),(12442.6+2656.19j),(6760.02+1606.57j),(24199.3+6025.4j),(29218.7+8236.89j),(18631.1+5814.72j),(42229.2+14983.6j),(19247.2+4247.24j),(32863+7191.29j),(21899.7+5539.65j),(21590.1+5167.28j),(39289.1+11162.5j),(69442.9+18474.2j),(21849.5+5681.49j),(34263.2+8048.83j),(34035.8+8860.14j),(23847.1+4848.58j),(30944.3+8376.22j),(29055.5+7323.32j),(28304.3+7239.4j),(16688.4+5168.52j),(25534+6891.6j),(7031.63+1739.77j),(23964.3+6302.9j),(48216.4+12574.9j),(29848.4+8847.39j),(47562.8+11598.8j),(41412.7+11990.7j),(28923.3+9700.68j),(36023.8+12152.9j),(15749.4+4310.06j),(33140.9+12107.9j),(18727.6+4082.58j),(6787.66+1618.08j),(42015.1+13524.5j),(12714.8+2813.46j),(29170.8+7276.78j),(34519.8+8489.35j),(30525.1+7694.87j),(22384.8+6273.92j),(30706.8+9425.84j),(16402.9+4886.32j),(27982.5+8619.59j),(21738.5+4891.59j),(25300.5+7964.49j),(12608.4+2686.86j),(7149.36+1827.43j),(28794.7+6606.06j),(30306.8+7550.44j),(18132.2+3657.36j),(19775+4480.39j),(12865.9+2825.79j),(30680.4+10128.6j),2672540.0,88082.3,456.2458348838814,277.0598080739969,339.6322340782747,0j,(348983.9+247590.21000000002j),(2275576.5300000003+616422.5100000001j),0.0,348983.9,2275576.5300000003
2013-08-10 22:00:00,(2465010+44804.3j),(2401.78+0j),(2464940+44838.3j),(416.445-29.6988j),(-117.147-229.211j),(-155.937+272.91j),(18864+9432.01j),(49518+35370j),(99035.9+70740.1j),(66024+47160.1j),(115542+84888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,78.982,0.88,0.0,995.0,0.0,(36588.9+10180.5j),(31704.9+8859.51j),(52493.8+14673.2j),(20567+7231.39j),(40630.1+13761j),(21779.2+6618.12j),(37265.5+9456.18j),(26985.7+7836.3j),(16741+3736.25j),(29458.1+8073.25j),(17235.4+7268.69j),(17282.6+4031.31j),(91036.7+25513.2j),(11180.3+2494.68j),(23331.3+5339.68j),(12268.2+3021.95j),(16479.9+4516.33j),(6095.73+1513.8j),(17750.8+4179.84j),(35802.6+10196.4j),(48737.2+14604.3j),(22282.3+6310.9j),(35164.7+10407.4j),(6586.37+1753.94j),(19179.4+4959.46j),(25463.1+6705.59j),(41473.9+9484.34j),(14237+4213.33j),(16533.9+5035.21j),(13613.1+5506.83j),(11289.2+2532.95j),(13188.5+5834.58j),(17478.9+4060.33j),(28373.7+9360.69j),(23396.4+8779.44j),(28553.5+8170.64j),(21551.6+5868.32j),(41995.4+12463.8j),(23602+6904.89j),(19841.1+4958.73j),(32881+8962.3j),(61373.7+16240.4j),(22074.9+6153.9j),(34440.9+9154.97j),(23554.4+5482.61j),(24126.5+5671.71j),(23701.3+5624.81j),(23234.3+5327.55j),(29455.3+8653.96j),(13620.2+3749.6j),(19739+5523.83j),(6465.57+1688.15j),(27179.5+8370.8j),(44733.6+12071.7j),(31531.6+10245.6j),(56873.1+18869.7j),(38936.1+11425.1j),(31297+11871.6j),(30185.4+9367.46j),(14599.4+4187.38j),(22867.8+7223.77j),(21034.3+6139.08j),(6219.95+1566.1j),(22978.8+5148.21j),(17478.8+6076.06j),(30899.1+9486.11j),(43396.6+14501.4j),(21367.2+4507.38j),(16621.7+3629.93j),(22122.8+7038.29j),(16150.4+4987.44j),(17364.5+4055.78j),(18939.8+4780.03j),(17508.8+4069.24j),(16014+4768.2j),(14869.4+5536.57j),(24044.2+5407.46j),(27508+7216.05j),(24965.6+7809.42j),(18070.4+4316.97j),(11703.3+2702.62j),(17153.6+3942.03j),2465010.0,44804.3,417.5026428017432,257.4123193050402,314.31865370830286,0j,(348983.9+247590.21000000002j),(2074500.8200000003+589968.5199999999j),0.0,348983.9,2074500.8200000003
2013-08-10 22:15:00,(2374050-8558.7j),(2401.78+0j),(2373990-8526.81j),(418.745-30.1315j),(-117.219-228.445j),(-156.157+228.764j),(18864+9432.01j),(49518+35370j),(99035.9+70740.1j),(66024+47160.1j),(115542+84888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,77.722,0.906562,0.0,995.0,0.0,(26662.1+5611.95j),(40283.6+12159.7j),(42512.3+8894.75j),(12453.5+3151.6j),(36663.7+10473.8j),(17032.2+3817.66j),(34219+7627.63j),(22199.8+4898.72j),(24024.5+7335.92j),(21881.6+4743.89j),(5924.12+1443.95j),(21072.5+6429j),(77688.1+18180.6j),(16210.4+5282.47j),(37878.2+12318.3j),(12111+2942.63j),(16323.8+4295.72j),(11521.4+4523.49j),(21694.6+6305.69j),(35672.2+10109.9j),(38020.2+9645.76j),(26514.7+8242.59j),(29126.7+6900j),(6409.3+1666.12j),(23874.1+6628.89j),(25311.5+6782.74j),(41355.9+9719.49j),(14240.4+4210.6j),(11182.9+2507.21j),(6747.37+1843.56j),(20436.6+8079.51j),(13073.4+5770.68j),(17298.5+3961.44j),(27321.5+7966.83j),(11463.8+2629.76j),(29135.3+8453.99j),(21588.1+6417.73j),(30818.9+7181.86j),(16712+3676.24j),(27653.1+8406.52j),(28081+6903.13j),(63922.1+17561.6j),(19325.7+4530.29j),(34102+8980.57j),(27878.9+7641.34j),(28300.5+7469.3j),(28371.7+7988.24j),(27162.1+7620.59j),(29277.7+8567.08j),(13568.2+3726.79j),(23139.9+7057.43j),(12881.2+5317.02j),(17323.3+3976.08j),(47879.2+13649.3j),(20097.4+5288.97j),(39294.9+9066.3j),(30844.1+7058.87j),(27032.3+9436.02j),(29852.7+9222.68j),(11056.4+2370.83j),(20615.5+5797.05j),(16914.2+3851.13j),(6049.5+1485.02j),(27406+6818.33j),(17358.5+6004.76j),(35043.9+12154.9j),(41819.8+13629j),(25967.2+6215.49j),(20403.4+5939.85j),(17031.8+3893.09j),(15083.1+4671.71j),(21592.4+6023.47j),(15905.5+3221.16j),(24867.7+8237.8j),(11418.9+2555.86j),(6605.32+1780.48j),(25392.7+6171.23j),(27344.9+6782.04j),(16195.9+3364.31j),(22089.5+6750.89j),(16569.8+5157.13j),(21769.2+6126.45j),2374050.0,-8558.7,419.82768169482347,256.76333847728336,276.9801009910279,0j,(348983.9+247590.21000000002j),(1985148.909999999+541302.4699999999j),0.0,348983.9,1985148.909999999
2013-08-10 22:30:00,(2341900-30068.4j),(2401.78+0j),(2341840-30037.7j),(401.246-19.9807j),(-109.032-224.641j),(-156.34+242.52j),(18864+9432.01j),(49518+35370j),(99035.9+70740.1j),(66024+47160.1j),(115542+84888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,76.642,0.92875,0.0,995.0,0.0,(29759.1+7004.27j),(28652.5+7709.4j),(45118.1+10283.9j),(12438.2+3145.72j),(34587+10008.8j),(22028.9+6400.94j),(33911+7462.16j),(26142.4+6913.64j),(16610.4+3671.08j),(33823.1+10664.8j),(5917.87+1441.55j),(33437.9+13426.8j),(78330.2+19079.2j),(10959+2384.41j),(28216.2+7063.11j),(11953.1+2864.51j),(11265.8+2488.29j),(5961.99+1446.73j),(25788.4+7280.09j),(34711.6+9203.39j),(38291.1+9470.75j),(17353+3960.11j),(46095.9+13646.7j),(12312.4+4648.06j),(16130.1+3428.68j),(22747.9+5188.32j),(44458.9+10888.1j),(14202.1+4191.78j),(16435.1+4988.43j),(6743.5+1842.01j),(11059.5+2417.63j),(6194.43+1555.14j),(17142.3+3888.53j),(17310.3+3974.42j),(17258.5+5629.02j),(24697.9+5982.42j),(21526.5+5853.19j),(37896.9+10732.3j),(21806.7+5810.3j),(16116.5+3381.36j),(26543.7+6804.52j),(62095.5+16550.9j),(19766.5+5294.07j),(39265.8+12226j),(27704.3+7558.96j),(24870.3+5971.5j),(23285.7+5415.94j),(23023.4+5222.84j),(25671.6+6809.55j),(18381+6492.9j),(19955.2+4928.12j),(6467.61+1688.95j),(22061.4+6036.13j),(38175.7+9296.81j),(20033.9+5524.53j),(44053.7+11514.7j),(39089.8+11757.2j),(17520.2+4039.28j),(29740.7+9160.82j),(11098.1+2384.47j),(17611.2+4116.94j),(16700.7+3742.84j),(13416.9+5391.91j),(26917.6+7486.61j),(17141.1+5894.71j),(22133.6+4875.61j),(36092.9+10605.9j),(34935+10533.6j),(20701.2+5451.21j),(21692.5+5651.04j),(15949+4885.44j),(21360+6108.69j),(15806.5+3176.55j),(24511.5+8058.98j),(19142+6615.41j),(6593.67+1775.82j),(22769.8+5182.09j),(27583.6+7095.75j),(20163.2+5190.19j),(25575+6911.28j),(16387.8+5068.91j),(16800.9+3767j),2341900.0,-30068.4,401.74317777466985,249.70293531514602,288.5448769255833,0j,(348983.9+247590.21000000002j),(1954182.07+523684.7100000001j),0.0,348983.9,1954182.07
2013-08-10 22:45:00,(2307530-55359.4j),(2401.78+0j),(2307480-55329.7j),(390.846-12.6379j),(-107.108-223.904j),(-156.748+240.237j),(18864+9432.01j),(49518+35370j),(99035.9+70740.1j),(66024+47160.1j),(115542+84888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,75.742,0.946562,0.0,995.0,0.0,(34430.2+8860.71j),(22626.6+4975.42j),(44513.6+9953.54j),(12260.7+3058.09j),(26793.3+5633.86j),(22841.6+5790.33j),(33754.2+7878.9j),(22082.1+4833.74j),(16397.3+3562.59j),(25020.9+5809.48j),(5918.23+1441.69j),(21205.4+6327.09j),(89341.4+23965.6j),(10969.4+2387.9j),(22874+5106.16j),(11952.4+2864.25j),(20997.5+6103.42j),(5955.24+1444.18j),(24724.9+7385.29j),(39056.3+11867.5j),(37071.7+8903.32j),(32655.9+10333.8j),(28648.5+6672.75j),(12274.3+4628.33j),(15930+3326.85j),(27510.6+8027.11j),(38339.1+8128.71j),(13957.8+4070.57j),(10970.8+2398.47j),(6534.88+1739.5j),(11053.1+2415.49j),(6055.8+1486.09j),(26825.6+8136.98j),(21567.8+5716.73j),(11323.1+2561.33j),(28947.3+8358.94j),(27423.3+9682.5j),(34749+8826.48j),(23098+6655.37j),(19459.9+4787.79j),(32234.7+8659.02j),(62102.3+16525j),(18295.2+4723.45j),(29813.8+7248.83j),(23047.2+5229.03j),(28029+7323.99j),(23147.3+5349.21j),(22756.4+5088.21j),(28791.7+8316.5j),(10487.8+2150.44j),(23293+6938.92j),(6296.62+1604.02j),(22212.9+5848.15j),(34831.8+7617.04j),(16530.8+3645.52j),(48668.3+13483.3j),(30452.4+6884.84j),(21272.5+6193.48j),(24594.2+6808.74j),(10915.5+2291.65j),(20428.9+5703.99j),(20578.8+5906.21j),(6081.54+1497.21j),(31003.7+8981.48j),(11339.1+2570.93j),(22035.9+4824.65j),(27645.9+6143.27j),(30530+8811.81j),(27958.1+9508.85j),(16904.1+3832.26j),(11000.5+2384.37j),(30897.9+10059.9j),(18642.6+4624.6j),(17136.8+3884.21j),(14671.1+4436.88j),(6404.25+1682.31j),(26093.4+6405.68j),(37147.2+11070.1j),(20516.2+5721.7j),(22588.1+6099.6j),(18721.8+5418.24j),(16800.8+3766.96j),2307530.0,-55359.4,391.05026816562855,248.20379707006902,286.85144530401095,0j,(348983.9+247590.21000000002j),(1921011.8600000006+501371.4000000001j),0.0,348983.9,1921011.8600000006
2013-08-10 23:00:00,(1880340-171491j),(2401.78+0j),(1880300-171471j),(324.653+3.62501j),(-76.0107-191.841j),(-142.685+177.127j),(18864+9432.01j),(49518+35370j),(99035.9+70740.1j),(66024+47160.1j),(115542+84888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,75.022,0.96,0.0,995.0,0.0,(26183.9+6765.66j),(18538.5+4521.17j),(35057.7+8384.96j),(10231.4+2841.46j),(25159.5+6210.89j),(18275+6044.01j),(28260.4+7288.01j),(21997.9+6371.28j),(16318.4+5013.3j),(21072.9+5366.19j),(4934.91+1340.07j),(17806.3+5931.23j),(68089.2+18970j),(12317.3+4125.63j),(18790+4650.93j),(9961.37+2640.31j),(9243.28+2263.08j),(4966.09+1346.44j),(14319.4+3656.86j),(25575.8+6531.62j),(27715.5+6907.04j),(20661.2+5810.52j),(29529.2+9499.12j),(5392.13+1556.32j),(21039.9+6399.82j),(19071.7+4791.04j),(31306+7274.27j),(9101.51+2304.39j),(9013.14+2183.45j),(5535.49+1632.34j),(9054.31+2191.11j),(5036.64+1378.56j),(14143.4+3571.96j),(14204.4+3603.21j),(9358.04+2346.03j),(23928.7+7387.71j),(14175.4+3583.74j),(25349.3+6399.83j),(13370+3155.27j),(16436.9+4401.07j),(18301.7+4398j),(51798.6+14526.2j),(19177.3+6368.95j),(22247.8+5200.43j),(22923.9+6414.39j),(17335+4013.96j),(23918.7+7298.21j),(22621.1+6911.31j),(21499.2+6250.62j),(8518.36+1934.13j),(20239.5+6045.81j),(11621.2+5070.87j),(13937.7+3471.89j),(25586.2+5760.23j),(16923.7+4863.59j),(35400.3+9648.48j),(33794.8+11020.1j),(14219.5+3589.59j),(18630.1+6284.33j),(8871.1+2064.81j),(19286.4+6599.55j),(13769.6+3431.75j),(5061.55+1389.91j),(21416.5+6138.69j),(9378.15+2356.72j),(18095.5+4389.99j),(22654.2+5606.98j),(21818.3+6554.78j),(16627.1+4740.18j),(18706.5+6459.53j),(12881.1+4335.38j),(14044.7+3556.96j),(16651.2+4174.6j),(17457.7+5433.21j),(17037+6334.4j),(5428.52+1582.66j),(22130.3+5603.66j),(18168.6+4367.39j),(13060.5+2966.46j),(14634.1+3796.04j),(9479.32+2372.53j),(18129+5355.76j),1880340.0,-171491.0,324.67323743496337,206.35066221238546,227.44885876609715,0j,(348983.9+247590.21000000002j),(1504003.7100000004+415322.93j),0.0,348983.9,1504003.7100000004
2013-08-10 23:15:00,(1931330-147706j),(2401.78+0j),(1931290-147685j),(336.409-2.6178j),(-78.958-194.751j),(-143.13+182.279j),(18864+9432.01j),(49518+35370j),(99035.9+70740.1j),(66024+47160.1j),(115542+84888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,74.7351,0.964375,0.0,995.188,0.0,(21188.3+4766.64j),(21926+5737.66j),(37253.9+9421.18j),(9937.41+2697.83j),(25483.9+7308.72j),(23825.8+7913.97j),(28228.8+7275.19j),(23206.7+6907.29j),(16309.4+5008.18j),(27658.9+8201.92j),(4627.01+1189.56j),(13749+3423.03j),(60661.3+14873.8j),(11821.4+3880.17j),(18303.9+4415.28j),(14805.3+4931.02j),(13785.3+3963.55j),(4965.62+1346.24j),(29609.5+10119.2j),(31590.2+9787.24j),(33018.8+9459.37j),(20298.2+5637.83j),(23243.2+5908.07j),(4999.8+1364.48j),(20822.6+6291.73j),(21308.4+6199.69j),(31157.5+7194.82j),(9099.84+2303.69j),(14171.1+4609.49j),(5536.31+1632.7j),(8735.93+2033.59j),(11800.7+5510.22j),(13611.9+3311.16j),(19179.5+5473.97j),(9088.42+2213.56j),(27392.7+9368.14j),(18104.9+5853.13j),(26935.8+7082.34j),(21917.8+6947.31j),(13112.5+3028.33j),(26460.7+8032.14j),(45651.1+12087.3j),(15772.9+3894.14j),(24049.7+6319.11j),(26890.2+8104.38j),(28953.7+9992.49j),(18743.7+4695.45j),(18474.6+4522.1j),(21728+6140.47j),(8510.18+1931.15j),(23564.6+8047.37j),(5268.21+1492.36j),(18306.9+5685.89j),(28331+7123.19j),(16500.7+4913.38j),(33425.1+8523.89j),(21126.8+4640.02j),(14191.8+3578.78j),(14355+3653.42j),(8853.53+2058.43j),(13855.7+3432.82j),(13493+3296.37j),(4743+1234.9j),(26241.6+8251.94j),(9116.47+2227.93j),(21671.6+6397.27j),(29292+9055.05j),(21396.4+6345.52j),(12887.8+2914.13j),(19988.2+6453.31j),(8753.52+2039.66j),(13588.3+3333.07j),(12515.2+2693.43j),(13850+3431.3j),(12585.5+4180.93j),(5426.42+1581.74j),(19366.1+4560.53j),(17700.1+4135.84j),(17005.1+5118.38j),(21547.4+6104.54j),(14049.8+4674.93j),(13268.7+3174.03j),1931330.0,-147706.0,336.41918518098817,210.148323250508,231.75812982719722,0j,(348983.9+247590.21000000002j),(1553973.87+434664.3700000001j),0.0,348983.9,1553973.87
